id,segment,age,annual_inc,gender_cd,cntry_domi,job_desc,has_home_loan,has_cc,marital_sts
102464**,C,9,0,F,Y,Student,0,0,Single
102465**,B,56,17146,M,W,Accountant,0,1,Div
102466**,C,24,11260,F,W,HR,0,1,Married
102467**,C,37,9175,F,W,Teacher,0,0,Div
102468**,C,26,15481,F,W,Doctor,0,1,Married
102469**,D,60,3368,F,W,Engineer,0,1,Married
102470**,B,52,21569,F,W,Accountant,0,1,Married
102471**,B,56,18528,F,W,Business owner,0,1,Married
102472**,B,53,13984,M,Y,Business owner,0,1,Div
102473**,D,55,2280,F,W,Engineer,0,0,Married
102474**,C,24,6827,M,W,Engineer,0,1,Married
102475**,C,42,8990,M,W,Business owner,0,1,Div
102476**,D,42,3992,M,W,HR,1,0,Married
102477**,A,55,34371,M,Z,Business owner,0,1,Married
102478**,D,43,2396,F,W,IT,0,0,Married
102479**,D,72,3531,M,W,HR,0,1,Married
102480**,B,45,18025,M,X,Business owner,0,1,Div
102481**,C,22,8573,F,W,IT,0,1,Div
102482**,C,33,7034,M,W,Marketing,1,1,Married
102483**,C,30,10626,M,W,Lawyer,0,1,Married
102484**,C,42,7607,M,W,HR,0,1,Married
102485**,D,23,4965,M,Y,Teacher,0,1,Married
102486**,C,10,0,M,W,Student,0,0,Single
102487**,C,17,0,F,W,Student,0,0,Single
102488**,D,48,3177,M,W,IT,1,1,Div
102489**,C,24,6788,F,W,Teacher,0,1,Div
102490**,D,9,0,F,W,Student,0,0,Single
102491**,C,28,8444,M,W,Marketing,0,1,Married
102492**,D,53,2640,F,Y,HR,0,0,Single
102493**,D,41,2464,F,Y,Teacher,1,0,Married
102494**,C,21,8719,M,W,Teacher,0,1,Married
102495**,E,11,0,M,W,Student,0,0,Single
102496**,E,46,0,M,W,Unemployed,0,0,Married
102497**,D,11,0,M,W,Student,0,0,Single
102498**,C,22,13442,F,W,Accountant,0,1,Single
102499**,C,28,6022,M,W,HR,1,0,Married
102500**,B,74,16587,F,Z,Retired,0,1,Div
102501**,D,41,2584,F,W,Engineer,0,0,Married
102502**,A,49,19500,M,W,Engineer,0,1,Married
102503**,D,33,4586,F,W,Marketing,0,1,Married
102504**,D,60,2940,F,Y,HR,0,0,Married
102505**,D,17,0,F,W,Student,0,0,Single
102506**,D,69,2853,M,W,Business owner,0,0,Married
102507**,C,59,15874,F,W,IT,1,1,Married
102508**,A,55,34027,F,Q,Business owner,0,1,Married
102509**,D,6,0,M,Y,Student,0,0,Single
102510**,D,41,4589,F,Y,Teacher,1,1,Single
102511**,B,61,20792,M,Y,Business owner,0,1,Married
102512**,C,32,9266,M,W,HR,1,1,Div
102513**,C,29,10873,F,W,Lawyer,1,1,Div
102514**,D,11,0,M,W,Student,0,0,Single
102515**,E,16,0,M,W,Student,0,0,Single
102516**,C,32,8045,M,Y,Lawyer,0,1,Married
102517**,D,9,0,M,W,Student,0,0,Single
102518**,C,17,0,F,W,Student,0,0,Single
102519**,B,59,15054,F,W,IT,0,0,Married
102520**,E,57,0,M,W,Unemployed,0,0,Single
102521**,D,22,2806,F,W,Marketing,0,0,Married
102522**,D,13,0,F,W,Student,0,0,Single
102523**,A,61,35895,M,W,IT,0,1,Married
102524**,C,34,11845,M,Y,Accountant,0,1,Married
102525**,C,32,10550,F,W,Business owner,0,1,Single
102526**,D,63,3533,M,W,Marketing,0,1,Single
102527**,C,8,0,M,W,Student,0,0,Single
102528**,C,28,8446,M,W,Accountant,0,1,Single
102529**,B,49,13748,M,Y,Engineer,0,1,Single
102530**,C,37,7094,M,W,Engineer,0,1,Married
102531**,C,33,10725,M,W,Lawyer,0,1,Single
102532**,C,32,8540,F,Y,Marketing,0,1,Married
102533**,E,39,0,F,W,Home maker,0,0,Married
102534**,D,32,3208,M,W,Lawyer,0,1,Single
102535**,D,33,2637,F,W,HR,0,0,Single
102536**,D,26,3778,M,Y,Teacher,0,1,Single
102537**,C,36,7609,M,W,Accountant,0,0,Married
102538**,E,60,0,F,W,Home maker,0,0,Single
102539**,C,31,8641,M,W,Teacher,0,1,Married
102540**,C,20,8926,M,W,Teacher,0,1,Married
102541**,C,30,7730,M,Y,Lawyer,0,1,Married
102542**,C,34,10979,F,W,Business owner,1,1,Married
102543**,C,25,7750,F,W,HR,0,1,Married
102544**,E,6,0,M,W,Student,0,0,Single
102545**,E,40,0,M,W,Unemployed,0,0,Married
102546**,C,11,0,M,Y,Student,0,0,Single
102547**,C,38,14395,F,Y,Engineer,0,1,Married
102548**,B,47,21201,M,Y,Business owner,1,1,Single
102549**,B,44,18933,F,W,Business owner,0,1,Married
102550**,D,11,0,F,W,Student,0,0,Single
102551**,C,29,12927,M,W,Engineer,0,1,Married
102552**,A,62,32540,M,W,Doctor,0,1,Married
102553**,C,35,7792,F,W,Marketing,0,0,Single
102554**,E,97,0,M,Y,Retired,0,0,Single
102555**,D,35,3753,F,W,Accountant,0,1,Married
102556**,D,62,4948,F,W,IT,0,1,Married
102557**,C,19,0,M,W,Unemployed,0,0,Single
102558**,C,34,7916,M,Y,IT,0,1,Married
102559**,C,18,0,M,W,HR,0,0,Single
102560**,D,53,3585,F,W,Marketing,0,1,Single
102561**,C,40,11681,F,W,Business owner,0,1,Married
102562**,C,26,8533,M,W,Engineer,0,1,Married
102563**,D,29,3031,M,W,Accountant,0,1,Married
102564**,D,48,2215,F,W,Business owner,0,0,Div
102565**,B,46,15061,M,Y,Lawyer,0,1,Married
102566**,E,74,0,F,Y,Retired,0,0,Married
102567**,B,44,15586,M,X,Engineer,0,0,Married
102568**,E,50,0,M,W,Unemployed,0,0,Div
102569**,C,28,8701,M,Y,Engineer,0,1,Married
102570**,B,47,25869,M,Y,Engineer,1,1,Married
102571**,A,52,51884,M,Q,Engineer,0,1,Single
102572**,C,31,11264,F,W,Doctor,0,1,Married
102573**,C,28,8260,F,Y,Business owner,0,1,Married
102574**,C,39,7793,M,W,Marketing,0,1,Married
102575**,C,25,9353,M,W,HR,0,1,Married
102576**,C,19,0,F,W,Home maker,0,0,Single
102577**,C,35,11495,M,Y,Business owner,1,1,Single
102578**,D,50,2187,M,W,Accountant,0,0,Married
102579**,E,74,0,F,W,Retired,0,0,Single
102580**,B,55,13368,F,X,Accountant,0,1,Married
102581**,C,28,6692,F,Y,HR,0,1,Married
102582**,D,44,3064,M,W,Doctor,0,1,Single
102583**,B,42,15807,M,Z,Business owner,0,1,Married
102584**,E,63,0,M,W,Unemployed,0,0,Married
102585**,A,55,53126,M,W,Accountant,0,1,Married
102586**,E,80,0,F,W,Retired,0,0,Married
102587**,D,51,3580,M,W,Accountant,1,1,Married
102588**,C,41,12768,M,Y,Accountant,0,1,Married
102589**,E,79,0,F,W,Retired,0,0,Div
102590**,C,18,0,M,Y,HR,0,0,Single
102591**,B,44,26211,M,W,Doctor,0,1,Single
102592**,D,6,0,M,W,Student,0,0,Single
102593**,B,50,17089,M,Z,Business owner,0,1,Married
102594**,C,38,8813,F,Y,Accountant,0,1,Single
102595**,C,26,7504,M,W,Lawyer,0,1,Married
102596**,B,34,14637,F,Z,Business owner,0,1,Married
102597**,C,22,8619,M,W,Accountant,0,1,Married
102598**,D,14,0,F,W,Student,0,0,Single
102599**,C,36,12129,F,W,Accountant,0,1,Married
102600**,C,16,0,F,W,Student,0,0,Single
102601**,E,44,0,F,W,Home maker,0,0,Single
102602**,C,32,9109,F,Y,HR,0,1,Married
102603**,B,50,23552,M,X,IT,0,1,Married
102604**,D,48,3473,F,W,IT,1,1,Div
102605**,B,53,14211,M,Y,Doctor,0,1,Div
102606**,C,30,10930,M,W,Lawyer,0,1,Married
102607**,E,30,0,F,W,Home maker,0,0,Single
102608**,C,31,8170,M,W,HR,0,1,Married
102609**,D,31,2205,F,W,HR,1,0,Single
102610**,E,47,0,M,W,Unemployed,0,0,Div
102611**,D,56,3735,F,W,Engineer,0,1,Married
102612**,C,27,9243,F,W,Engineer,0,1,Div
102613**,C,26,8757,F,W,Marketing,0,1,Div
102614**,B,36,19647,M,W,Lawyer,1,1,Married
102615**,C,31,8572,F,W,Business owner,0,1,Single
102616**,E,44,0,F,W,Unemployed,0,0,Married
102617**,B,41,13868,F,X,Business owner,0,1,Married
102618**,D,48,3224,M,Y,Doctor,0,1,Married
102619**,C,32,7471,F,W,HR,1,1,Married
102620**,D,12,0,M,Y,Student,0,0,Single
102621**,C,42,10629,F,W,Engineer,0,1,Married
102622**,D,23,4298,F,W,Teacher,0,1,Single
102623**,C,27,11466,M,Y,Business owner,1,1,Single
102624**,D,37,2639,F,Y,Teacher,0,0,Single
102625**,D,14,0,M,Y,Student,0,0,Single
102626**,B,61,31956,M,Z,Lawyer,0,1,Single
102627**,B,44,12466,F,W,Business owner,1,1,Div
102628**,D,16,0,F,W,Student,0,0,Single
102629**,C,31,17526,F,Y,Business owner,0,1,Married
102630**,D,5,0,F,W,Student,0,0,Single
102631**,C,32,7271,F,W,HR,0,1,Married
102632**,C,24,8873,M,W,HR,0,0,Single
102633**,A,52,33101,M,W,Lawyer,0,1,Div
102634**,B,59,19210,F,Z,Doctor,0,1,Single
102635**,E,77,0,M,Y,Retired,0,0,Married
102636**,D,47,6066,M,W,IT,0,1,Div
102637**,C,21,7867,F,W,Engineer,0,0,Married
102638**,C,39,13894,M,W,Lawyer,0,1,Div
102639**,C,27,8014,F,Y,Marketing,0,1,Single
102640**,C,16,0,M,Y,Student,0,0,Single
102641**,C,20,5966,M,W,IT,0,1,Married
102642**,C,26,6351,F,Y,Business owner,0,1,Married
102643**,C,35,8271,F,W,HR,0,1,Married
102644**,D,4,0,M,Y,Student,0,0,Single
102645**,C,30,9832,F,W,HR,0,1,Married
102646**,D,25,2923,F,W,Teacher,0,0,Married
102647**,A,56,50525,F,Y,Business owner,0,1,Married
102648**,E,15,0,F,W,Student,0,0,Single
102649**,E,38,0,M,W,Unemployed,0,0,Married
102650**,C,30,9618,M,W,Business owner,0,1,Married
102651**,C,40,14642,F,W,Business owner,0,1,Single
102652**,D,46,2436,M,W,Doctor,0,0,Married
102653**,C,39,7818,M,W,Engineer,0,1,Married
102654**,C,24,8132,M,W,IT,0,1,Married
102655**,A,58,22326,F,X,Business owner,0,1,Married
102656**,C,38,9854,M,W,Lawyer,1,1,Married
102657**,B,49,18086,M,W,Business owner,0,1,Married
102658**,D,61,2154,F,W,Marketing,0,0,Married
102659**,C,34,5880,F,Y,Business owner,0,0,Married
102660**,C,24,9917,M,Y,Business owner,0,1,Married
102661**,E,36,0,M,W,Unemployed,0,0,Married
102662**,C,34,9959,F,W,HR,0,0,Married
102663**,C,21,8956,F,Y,HR,0,0,Married
102664**,B,57,23466,M,W,Engineer,1,1,Married
102665**,E,16,0,F,W,Student,0,0,Single
102666**,C,10,0,M,W,Student,0,0,Single
102667**,C,46,14166,M,W,Business owner,0,1,Married
102668**,C,24,6886,F,W,IT,0,1,Married
102669**,C,21,10500,M,W,Business owner,0,1,Single
102670**,E,91,0,F,W,Retired,0,0,Married
102671**,D,14,0,F,W,Student,0,0,Single
102672**,C,29,9850,M,W,Marketing,0,1,Married
102673**,E,88,0,M,Y,Retired,0,0,Married
102674**,D,18,0,M,W,Teacher,0,0,Single
102675**,E,61,0,F,W,Home maker,0,0,Single
102676**,C,32,8964,M,Y,Business owner,0,1,Married
102677**,C,36,10429,F,Y,Business owner,1,1,Married
102678**,E,11,0,M,Y,Student,0,0,Single
102679**,D,61,2412,M,Y,Marketing,0,0,Married
102680**,C,20,7563,M,W,HR,0,1,Married
102681**,A,52,35084,M,Q,Doctor,0,1,Married
102682**,D,31,2171,M,W,Lawyer,0,0,Single
102683**,C,32,7731,M,W,Business owner,0,1,Married
102684**,D,54,4769,M,W,Business owner,0,1,Single
102685**,C,14,0,F,W,Student,0,0,Single
102686**,A,55,36565,F,W,Business owner,0,1,Single
102687**,D,15,0,M,W,Student,0,0,Single
102688**,B,54,11902,F,Z,Lawyer,0,1,Married
102689**,D,35,2638,F,W,Engineer,0,0,Married
102690**,D,45,4371,M,Y,IT,1,0,Married
102691**,D,51,2550,F,W,HR,1,0,Married
102692**,B,44,23614,F,Z,Accountant,0,1,Div
102693**,C,43,10464,M,W,Engineer,0,1,Married
102694**,A,54,35394,M,X,Accountant,0,1,Single
102695**,D,17,0,F,W,Student,0,0,Single
102696**,B,28,21232,M,W,Lawyer,0,1,Married
102697**,D,74,2625,M,W,Retired,1,0,Div
102698**,C,17,0,M,W,Student,0,0,Single
102699**,B,49,13620,F,W,Accountant,0,0,Married
102700**,D,11,0,M,Y,Student,0,0,Single
102701**,D,23,2291,F,W,IT,0,0,Married
102702**,C,13,0,M,W,Student,0,0,Single
102703**,C,17,0,M,W,Student,0,0,Single
102704**,E,63,0,F,Y,Home maker,0,0,Married
102705**,D,42,2536,F,W,Teacher,0,0,Married
102706**,C,37,8858,M,W,Doctor,0,1,Married
102707**,C,28,10853,M,W,Engineer,0,1,Married
102708**,B,39,18762,F,W,Lawyer,0,1,Single
102709**,D,13,0,M,W,Student,0,0,Single
102710**,C,16,0,M,W,Student,0,0,Single
102711**,C,24,11967,M,Y,Engineer,0,1,Married
102712**,C,31,6373,F,W,Marketing,1,1,Married
102713**,C,40,8372,M,Y,Business owner,1,1,Married
102714**,D,12,0,F,W,Student,0,0,Single
102715**,D,22,2140,F,Y,Teacher,0,0,Married
102716**,D,29,6527,M,W,Lawyer,1,1,Married
102717**,D,26,3064,M,Y,Doctor,1,0,Married
102718**,C,21,10033,F,W,HR,0,1,Married
102719**,C,11,0,M,Y,Student,0,0,Single
102720**,C,4,0,F,W,Student,0,0,Single
102721**,E,75,0,M,W,Retired,0,0,Div
102722**,E,20,0,F,W,Home maker,0,0,Married
102723**,C,23,5708,F,W,Accountant,0,1,Married
102724**,C,47,10077,M,W,Business owner,1,1,Married
102725**,B,36,18409,F,X,IT,0,1,Single
102726**,D,47,4654,M,W,HR,1,1,Married
102727**,C,27,8919,M,W,Teacher,1,1,Married
102728**,C,48,8041,F,Y,HR,0,1,Married
102729**,B,42,13365,F,W,Engineer,0,1,Married
102730**,C,46,7534,F,W,HR,0,1,Married
102731**,D,39,2309,F,W,HR,0,0,Married
102732**,C,30,8613,M,Y,Marketing,0,1,Married
102733**,C,41,7321,F,W,Teacher,0,1,Married
102734**,D,13,0,F,W,Student,0,0,Single
102735**,D,10,0,F,W,Student,0,0,Single
102736**,B,53,15586,F,W,Business owner,1,1,Div
102737**,B,34,14403,F,W,Business owner,0,1,Married
102738**,D,11,0,M,W,Student,0,0,Single
102739**,C,29,9210,F,W,HR,0,1,Married
102740**,D,27,6365,M,W,Lawyer,0,1,Married
102741**,E,29,0,F,W,Unemployed,0,0,Div
102742**,C,35,8860,F,W,Teacher,0,1,Married
102743**,C,20,7313,F,W,Marketing,0,1,Married
102744**,D,19,0,M,W,Unemployed,0,0,Single
102745**,D,38,2742,F,W,IT,0,0,Single
102746**,D,46,2322,M,W,IT,0,0,Married
102747**,A,60,29390,M,W,Business owner,0,1,Married
102748**,D,41,3365,M,Y,IT,0,1,Married
102749**,C,38,8960,M,W,Teacher,0,1,Married
102750**,C,33,9525,M,Y,HR,0,1,Married
102751**,D,13,0,M,W,Student,0,0,Single
102752**,D,74,3076,M,Y,Retired,0,1,Married
102753**,D,38,2351,M,W,Engineer,0,0,Married
102754**,C,21,10601,M,Y,Engineer,0,1,Div
102755**,C,34,11026,F,W,Accountant,0,1,Married
102756**,B,44,16372,M,Z,IT,0,1,Married
102757**,E,70,0,M,W,Unemployed,0,0,Married
102758**,C,36,5902,M,W,IT,0,0,Single
102759**,D,26,3092,F,W,HR,0,1,Married
102760**,C,28,8589,M,W,Marketing,0,1,Married
102761**,E,89,0,F,W,Retired,0,0,Married
102762**,C,32,9366,M,W,Accountant,0,1,Married
102763**,D,44,2307,F,W,IT,0,0,Married
102764**,A,55,26177,M,X,Accountant,0,1,Married
102765**,D,28,2990,F,W,HR,1,0,Married
102766**,D,22,2561,F,W,Accountant,0,0,Married
102767**,B,45,13462,F,W,Business owner,0,1,Married
102768**,E,52,0,M,W,Unemployed,0,0,Married
102769**,C,28,9599,M,Y,Doctor,0,1,Married
102770**,C,29,11240,F,Y,Lawyer,0,1,Married
102771**,C,23,9718,F,W,HR,0,1,Married
102772**,C,21,8810,F,W,Teacher,0,1,Married
102773**,A,53,23487,M,X,Engineer,0,1,Div
102774**,B,48,14435,F,W,IT,0,1,Married
102775**,D,32,3831,F,W,Teacher,0,1,Single
102776**,C,35,8957,M,W,Business owner,0,1,Single
102777**,D,46,2879,M,W,IT,0,0,Div
102778**,C,42,12178,F,W,Business owner,0,1,Married
102779**,B,38,13454,F,W,Business owner,0,1,Married
102780**,D,79,2300,F,W,Retired,1,0,Single
102781**,C,24,10764,F,W,IT,0,1,Married
102782**,E,73,0,F,W,Unemployed,0,0,Single
102783**,D,27,6013,M,Y,Business owner,0,1,Single
102784**,A,58,32485,M,Y,Accountant,0,1,Married
102785**,D,52,2462,F,Y,IT,0,0,Married
102786**,C,24,13751,M,W,IT,0,1,Married
102787**,C,24,7422,M,W,Business owner,0,1,Div
102788**,D,32,3093,M,W,Engineer,0,1,Married
102789**,C,38,10395,M,Y,IT,0,1,Married
102790**,B,41,16647,F,X,Business owner,1,1,Married
102791**,C,39,11841,M,W,Accountant,0,1,Single
102792**,E,44,0,F,W,Home maker,0,0,Single
102793**,C,34,7216,M,Y,Business owner,0,1,Div
102794**,C,32,8898,M,W,Marketing,1,1,Div
102795**,C,31,21104,F,Y,Lawyer,0,1,Div
102796**,C,43,8520,F,W,IT,0,1,Married
102797**,C,30,6121,F,W,Marketing,0,1,Married
102798**,A,59,49875,M,Y,Business owner,0,1,Married
102799**,C,23,6980,F,W,Marketing,0,1,Single
102800**,C,24,10015,F,W,Marketing,0,1,Married
102801**,B,53,15834,F,W,Business owner,0,1,Married
102802**,B,42,11958,M,X,Business owner,0,1,Married
102803**,D,12,0,M,Y,Student,0,0,Single
102804**,B,51,30003,M,Z,Business owner,0,1,Married
102805**,D,47,3020,M,W,Teacher,1,1,Single
102806**,C,27,9852,F,W,Teacher,0,0,Single
102807**,C,32,11477,F,W,IT,0,1,Married
102808**,B,61,12102,F,Y,Lawyer,0,1,Married
102809**,C,32,6488,M,Y,Business owner,1,1,Div
102810**,D,43,2126,F,Y,Engineer,0,0,Single
102811**,C,38,10647,F,W,IT,0,1,Div
102812**,C,22,9834,F,W,Accountant,0,1,Married
102813**,E,76,0,M,W,Retired,0,0,Married
102814**,C,23,10346,F,Y,HR,0,1,Married
102815**,D,55,2930,M,Y,Engineer,0,0,Married
102816**,C,44,13514,M,Y,IT,0,1,Married
102817**,B,65,18950,F,Y,Business owner,1,1,Married
102818**,D,53,3775,F,W,Teacher,1,1,Married
102819**,D,43,2452,F,Y,Business owner,1,0,Single
102820**,B,46,23970,F,W,IT,0,1,Married
102821**,C,56,6114,F,W,Teacher,0,1,Married
102822**,C,20,8071,M,W,Accountant,0,1,Married
102823**,D,33,3066,F,Y,HR,1,1,Married
102824**,D,65,4497,F,W,Marketing,1,1,Married
102825**,C,39,8106,M,W,Accountant,0,1,Married
102826**,C,35,10788,M,W,Lawyer,1,1,Married
102827**,A,55,26142,M,Z,Engineer,1,1,Married
102828**,E,46,0,M,W,Unemployed,0,0,Married
102829**,D,35,2640,F,W,HR,0,0,Married
102830**,D,65,2770,M,Y,Teacher,0,0,Single
102831**,D,34,3829,F,Y,Teacher,0,1,Married
102832**,C,45,11619,M,W,Business owner,0,1,Single
102833**,D,61,2440,M,W,Engineer,0,0,Single
102834**,B,41,13121,M,W,Doctor,0,1,Married
102835**,C,23,6391,F,W,Marketing,0,0,Married
102836**,C,27,8137,M,W,HR,1,1,Married
102837**,E,54,0,F,W,Unemployed,0,0,Single
102838**,A,54,21852,M,Y,Accountant,0,1,Married
102839**,A,59,29619,M,Q,Doctor,0,1,Married
102840**,E,89,0,F,W,Retired,0,0,Single
102841**,D,22,3728,F,Y,Business owner,0,1,Single
102842**,C,17,0,F,W,Student,0,0,Single
102843**,A,47,36574,M,Z,Doctor,0,1,Married
102844**,C,47,9733,F,W,Accountant,0,1,Married
102845**,B,37,12285,M,Z,Engineer,0,1,Div
102846**,D,46,2303,F,W,Marketing,0,0,Div
102847**,D,40,2624,F,W,Engineer,1,0,Single
102848**,D,38,2269,F,Y,Teacher,0,0,Single
102849**,D,36,3407,F,W,IT,0,1,Single
102850**,C,28,7311,F,W,Marketing,0,1,Married
102851**,B,52,11347,F,X,Business owner,0,1,Married
102852**,C,41,10529,M,W,Business owner,0,1,Married
102853**,C,27,6819,M,W,Marketing,0,1,Div
102854**,C,33,8747,M,W,Lawyer,0,1,Married
102855**,C,31,8380,F,W,HR,0,1,Div
102856**,C,22,10990,M,W,Accountant,0,1,Married
102857**,D,10,0,M,W,Student,0,0,Single
102858**,D,13,0,M,W,Student,0,0,Single
102859**,A,66,32831,M,Z,Business owner,1,1,Div
102860**,E,25,0,M,W,Unemployed,0,0,Married
102861**,C,24,9895,F,Y,Accountant,0,1,Single
102862**,C,33,6474,F,Y,Engineer,0,1,Married
102863**,B,32,18623,M,Y,IT,1,1,Single
102864**,D,36,3540,F,W,HR,0,1,Married
102865**,C,25,9666,M,W,Accountant,0,0,Div
102866**,B,45,16182,F,X,Business owner,0,1,Married
102867**,D,86,3155,M,W,Retired,0,1,Married
102868**,E,9,0,F,Y,Student,0,0,Single
102869**,C,19,0,F,W,Home maker,0,0,Single
102870**,C,29,8484,M,W,Doctor,0,1,Married
102871**,C,36,7470,F,W,Teacher,0,1,Single
102872**,B,49,14552,M,W,Business owner,0,1,Married
102873**,B,64,17679,F,W,Business owner,0,1,Married
102874**,B,41,15133,F,Y,Business owner,0,1,Married
102875**,C,21,18139,F,W,Accountant,0,1,Single
102876**,D,30,4817,F,W,Engineer,1,1,Married
102877**,C,14,0,M,W,Student,0,0,Single
102878**,C,57,9042,F,W,HR,0,1,Married
102879**,A,54,23103,M,Y,Business owner,0,1,Single
102880**,B,39,14830,F,Z,Doctor,0,1,Div
102881**,D,28,2947,F,W,IT,0,0,Single
102882**,D,31,3137,F,W,Marketing,0,1,Div
102883**,C,7,0,F,W,Student,0,0,Single
102884**,D,6,0,F,W,Student,0,0,Single
102885**,D,28,2074,F,W,HR,0,0,Married
102886**,C,30,7883,M,W,IT,1,1,Married
102887**,B,44,11631,F,X,Business owner,0,1,Single
102888**,C,25,7074,M,W,Business owner,0,1,Single
102889**,D,18,0,F,W,HR,0,0,Single
102890**,D,72,2508,M,W,IT,0,0,Div
102891**,A,43,12048,F,W,Business owner,0,1,Div
102892**,C,25,8315,M,Y,HR,0,1,Married
102893**,B,57,20395,F,Z,Business owner,0,1,Married
102894**,C,27,6602,M,W,Lawyer,0,1,Married
102895**,B,47,18341,F,Y,Engineer,1,1,Married
102896**,C,34,11206,M,W,Doctor,0,1,Married
102897**,E,46,0,F,W,Home maker,0,0,Single
102898**,B,50,23388,F,W,Business owner,0,1,Married
102899**,B,44,12017,F,X,Business owner,0,1,Married
102900**,B,46,13420,F,W,Accountant,0,1,Married
102901**,D,57,2434,M,W,Accountant,0,0,Div
102902**,C,24,6574,M,Y,HR,0,1,Married
102903**,E,48,0,F,Y,Home maker,0,0,Married
102904**,C,27,8833,F,Y,HR,0,1,Married
102905**,B,51,14874,F,W,Engineer,0,1,Div
102906**,E,38,0,F,W,Home maker,0,0,Div
102907**,B,60,25464,F,Z,IT,0,1,Single
102908**,C,22,9850,F,Y,HR,0,1,Married
102909**,C,20,11721,F,Y,HR,0,1,Married
102910**,C,29,6422,M,Y,IT,0,0,Married
102911**,D,9,0,F,Y,Student,0,0,Single
102912**,C,19,0,M,W,Unemployed,0,0,Single
102913**,D,58,2601,F,W,Accountant,0,0,Married
102914**,D,3,0,F,W,Student,0,0,Single
102915**,E,24,0,F,W,Unemployed,0,0,Married
102916**,D,45,5259,M,W,Lawyer,0,1,Married
102917**,B,40,15897,F,W,Accountant,1,1,Single
102918**,C,17,0,M,W,Student,0,0,Single
102919**,C,25,8734,M,W,Engineer,0,1,Div
102920**,A,56,26000,M,X,IT,0,1,Married
102921**,C,43,8295,F,W,Engineer,0,1,Single
102922**,D,35,2738,F,Y,Teacher,0,0,Married
102923**,C,31,5498,M,W,Teacher,0,0,Married
102924**,B,49,11470,M,Y,Business owner,0,1,Div
102925**,D,38,2948,F,W,Engineer,0,0,Married
102926**,C,25,9101,F,W,HR,1,1,Married
102927**,D,29,4087,M,W,IT,0,0,Single
102928**,C,18,0,F,W,HR,0,0,Single
102929**,D,20,2938,M,Y,Teacher,0,0,Married
102930**,E,27,0,F,W,Home maker,0,0,Single
102931**,C,7,0,F,Y,Student,0,0,Single
102932**,C,38,13054,M,W,Accountant,0,1,Married
102933**,C,41,13837,F,W,Accountant,0,0,Married
102934**,D,56,2444,F,W,HR,0,0,Div
102935**,D,19,0,M,Y,Unemployed,0,0,Single
102936**,D,47,2685,M,W,Doctor,0,0,Married
102937**,C,43,6612,M,Y,Business owner,0,1,Div
102938**,A,55,48756,M,W,Engineer,0,1,Married
102939**,D,61,2666,M,W,IT,0,0,Single
102940**,C,29,8312,M,W,Teacher,0,1,Married
102941**,B,56,14229,F,Z,Lawyer,0,1,Married
102942**,C,32,11507,F,W,Lawyer,0,1,Single
102943**,B,35,17219,F,W,Accountant,0,1,Married
102944**,B,37,18884,F,W,IT,0,1,Married
102945**,D,51,3234,M,W,Business owner,1,1,Single
102946**,C,37,11152,M,W,Business owner,0,1,Div
102947**,C,30,9564,F,Y,HR,0,1,Married
102948**,D,54,2103,M,Y,Marketing,1,0,Married
102949**,D,41,4259,F,W,Teacher,0,1,Single
102950**,C,43,12022,F,W,Accountant,0,1,Single
102951**,E,52,0,F,W,Home maker,0,0,Div
102952**,C,35,9506,F,W,Teacher,0,1,Single
102953**,C,28,11848,M,W,Business owner,0,1,Married
102954**,C,30,14347,M,W,Business owner,0,1,Div
102955**,E,89,0,F,Y,Retired,0,0,Married
102956**,C,22,11447,M,W,Engineer,0,1,Married
102957**,C,21,15000,M,W,Teacher,0,1,Married
102958**,C,33,6815,M,W,Lawyer,1,1,Married
102959**,C,15,0,M,Y,Student,0,0,Single
102960**,C,26,11820,F,W,Accountant,0,1,Div
102961**,D,72,2194,F,W,Marketing,0,0,Married
102962**,C,21,7802,F,W,IT,0,1,Single
102963**,C,35,12079,M,Y,Business owner,0,1,Married
102964**,D,62,5443,M,W,Teacher,1,1,Div
102965**,B,55,13382,M,Y,Lawyer,0,1,Single
102966**,C,9,0,F,W,Student,0,0,Single
102967**,B,64,12271,M,W,Accountant,1,1,Div
102968**,B,44,9809,F,W,Teacher,0,1,Married
102969**,B,47,14820,M,X,Doctor,0,1,Married
102970**,D,45,3265,M,W,Teacher,0,1,Single
102971**,C,40,5991,F,Y,Business owner,0,1,Married
102972**,B,34,11307,M,W,Business owner,0,1,Div
102973**,C,47,6368,F,W,Teacher,0,1,Married
102974**,C,23,13512,M,W,HR,0,1,Married
102975**,C,24,8879,F,W,HR,0,1,Married
102976**,C,28,8918,M,W,HR,0,1,Married
102977**,D,35,3212,M,Y,Business owner,1,1,Single
102978**,A,48,31681,F,Z,Business owner,1,1,Married
102979**,C,26,10869,M,W,Business owner,0,1,Div
102980**,D,30,2441,F,W,Business owner,0,0,Married
102981**,C,28,10170,F,Y,Accountant,0,1,Married
102982**,D,9,0,M,Y,Student,0,0,Single
102983**,C,41,11565,M,W,Business owner,0,0,Single
102984**,C,25,10141,F,Y,Accountant,0,1,Married
102985**,B,30,17323,M,Y,Business owner,1,1,Married
102986**,C,34,9121,F,W,Marketing,0,1,Married
102987**,C,20,5440,M,W,Marketing,0,1,Married
102988**,E,28,0,F,W,Home maker,0,0,Married
102989**,C,44,7293,F,W,HR,0,1,Married
